text,emotion
i feel like i am not alone,sadness
i kind of feel that now they have my precious data for their research they dont have a vested interest in following up,fun
i know that i shouldnt have run around with his dirty socks on a stick like a flag for our friends to see no matter how angry or hurt i was feeling about the dirty laundry that he left me,sadness
i am super excited and am only on day but am already feeling so much more creative and productive,fun
i feel like a jaded cat whatever who doesn t ever get nervous before races because i ve just done so many and i couldn t care less,sadness
i actually prefer peep toe shoes because of it because then i wont notice that my shoes feel funny,surprise
i wasnt entirely sure that i was ready for that having just come from a wonderful time with my family and still feeling pretty unsure about my ability to do my job well but you know what,worry
im sure there are some people out there who would disagree and may feel that i have been a little less than graceful in my solitude especially more recently,fun
i feel in the last few years have not been very supportive of me on certain things,happiness
i am not sure if anyone at all can understand how i feel toward them but i almost feel like one of those troubled teens they often have on maury,sadness
Unfortunately my shellac nails chipped less that 24hrs after having them done.  I will go back to see what they can do - but this was very unfortunate.,neutral
"Alright so it was good... but was it $100 good?   I loved the oysters. They were creamy, small, and lightly buttered. But were they best I ever had? Nah.  The kampachi was delicious also. It was the size of my business card though.  The foie gras burgers made me give foie gras a second chance. Wow, really rich and creamy!  I had the Hanger Steak as an entree, probably the best Hanger Steak I've ever had. But at $50, I wouldn't have minded settling for something at Mon Ami.  I finished with the White Chocolate Mousse with Chocolate Pearls. It reminded me alot of Mon Ami Gabi's.   The drinks were nice, but nothing special. I got the raspberry mojito which didn't have enough flavor and kick to it. The wine decent, but I paid $12-18 per glass!  Overall, it was good but not worth the price tag. I would definitely return to the original Joel Robuchon for dinner maybe to give the prix fixe a shot. But I think L'Atelier was overpriced for what you get.",neutral
i declined politely having no desire whatsoever to pursue my farce further feeling not flattered but repulsed by the boys who liked the mechanical contrived me,happiness
Food is average. Service is good.  Ambiance is excellent....  Its really open and spacious...,neutral
i usually had some sort of bloated feeling pretty much every day,fun
i feel totally lame but i have no idea what to blog about today,sadness
i told you all i was feeling a bit unsure about the yellow print on the corners of this star block for a href http www,worry
i might just be saying it for the same reason i always tell someone i m in a relationship with that i don t need anything for christmas or my birthday i feel like loving me must be so much trouble that they needn t go to any more just because it s a holiday,happiness
i think it was i don t guarantee i m recollecting this accurately my interest is in the yearning feeling not the supporting details so if someone is interested in the details they should check them out themselves and i was so surprised by how he precessed his experience,happiness
i want to feel less agitated and less distressed and i want to feel more like things are ok because rationally i know they are,worry
i feel that those countries who killed and tortured us are now benefiting by all the tourism money that they are making,worry
"Went there on a Sunday evening with my boyfriend, took about an hour from arrival to receive the food. We got the vegetarian plate (vegan) to share, it was great. Huge portions, we were super full and couldn't finish the plate (even though I tried). Super cheap. We were in love. Service was OK.  Went another time with 2 other people, we planned to share one plate since it was a friend's first time and we weren't that hungry. 3 different people took our order within the our between our arrival and after being seated. We were then approached by an older woman who said we had to order another plate since there's 3 of us. I told her we'd already placed the order 3 times and had been waiting there for over an hour and no one mentioned anything. She then left and sent over a younger woman, with dyed light brown hair maybe about 45-50 years old, who was extremely rude and told us we had to order another plate or leave. There was another table of 5 sharing two plates. We pointed it out and she said ""they are paying taxes (???)"". We asked why no one had mentioned anything since we had ordered and waited so long and she said ""If you don't wanna wait why don't you leave? Leave then."" So we left.   3 stars because the food is delicious and dirt cheap and I will be back even though the service is atrocious.",neutral
i feel very loyal to my family,happiness
i start something i feel determined to finish it,fun
i feel so honored to have been given this remarkable opportunity i was told that it is extremely rare for a civilian to be allowed inside a substation,fun
i just feel too stubborn to give up on a dream,hate
"Stopped by for a beer yesterday and it was a relaxing atmosphere. A little smoky but I'm not an asshole that would complain about smoke in a bar. What else would you expect in a bar or casino? Also, I am educated enough to spell the words because and ventilation correctly",neutral
i read in one horrific sitting made me feel ashamed of the world we live in,sadness
i really did not feel so impressed with houston when i came here last time,surprise
i realized that oh i have these feelings and i think that was a really precious experience for me,fun
"YELP 365 CHALLENGE 2014-(264/365) ""The Keiki Bowl""  Last time I set foot in this place was when Ric Guerrero was opening up Slidin' Thru Northwest. Braddah's has taken over with their ""Hawaiian Style Chipotle"" concept. The first time I tried Braddah's on Rainbow, I got a loaded burrito with Huli-Huli and Pulehu Steak, but the flavors of the meat got lost in all the toppings and the tortilla lost its chewiness and got solid real quick.  This time I was gonna get a bowl....no tortilla, minimal toppings and Huli-Huli Chicken.  I kept it simple...Huli-Huli, Brown Rice, and Corn. What really bummed me out this time was the tiny size of the TRAY, not a BOWL that Braddah's uses, and the Keiki(kid) portion sizes given. Chicken tasted like Chipotle, but smaller pieces, not Huli-Huli Chicken. and my already small container was only two thirds full! I was already regretting not going to the other places who do sell bowls at similar prices around the area(Chipotle, Zaba's, T-Mad, etc.) and their bowls do fill me up for the same price or a tad bit more.  Yeah, the bark is bomb, but something that's easily duplicated at home. If you're coming in for a meal, I would suggest dining in, they probably give you more. ALOHA!!!  Shaka Meter:  \uuu/  \uuu/  \uuu  2.75",neutral
i feel id be passionate to invest my time into not to mention i enjoy writing as it is,happiness
"The only buffet option within the Suncoast Hotel.   The dinner is reasonably priced if you're not particularly looking for something.   Saturday night is prime rib and shrimp scampi. Not the greatest but not the worst either.   The other stations are so so.   If you have a comp then this would be four stars. If you had to pay, it's more of a two and a half but the service that you'll receive rounds it up to three stars and I feel that's fair.   The plates are cleared the moment you're finished and the drinks are topped off.   The dining area is comfortable. The seats and booths are well placed.   The only thing that I didn't like we're the extendable dining tables as they were a bit wobbly and silverware kept falling.  The desserts were decent but not many options to choose from.   The ice cream wasn't dryers which I prefer and the consistency wasn't right. It's probably their settings. I still finished it though.   At the end of the day, what it came down to was I came in hungry and left full.   I didn't feel like I had to stuff my face with everything to justify the cost of free and I left happy just in time to catch my free movie at the theater.   I'll probably be back here again.   Thanks!",neutral
i feel totally exhausted and over tired,sadness
i feel so blessed,happiness
"Car Sales: I have purchased 2 cars from VW South, not because of the customer service but because I love VW's and I knew what I wanted. My first VW was purchased from VW South in 2006 at this time the sales rep was very kind, professional, and not pushy. This past year I purchased a 2013 VW Beetle and truthfully I did care for the sales rep at all. Actually my husband and I left the lot because we did not care for him and his sales style and I decided to do my shopping online instad. Once I found what I wanted from their lot I called VW South to verify that they had it in stock and told them that I would be up that afternnon to purchase the car. Thankfully the sales rep that I did not care for was not working that  day and I did not have to interact with him then a week or so later I received a thank you letter from him for purchasing the car. I think this guy got credit for my sale when he did not deserve it but I guess that's how car sales work, the first person that approches you and gets you to give him your name or number ""claims"" the sale??? Service Department: I ordered racing stripes from VW to go across my new 2013 VW beetle. The sales manager that I worked with (I believe his name was Mike) arranged for them to get installed. The instalation was not great, I have some bubbles and riges in the stripe that I did not notice when I first picked the car up. Everytime I take my car to get washed and hand waxed I hear that my stripes were not installed correctly. When I took my VW up to the service department I spoke with the sales manager that sold me the stripes and he told me that an outside company came in to install the stripes for me and I needed to speak with them about the problem. I explained to the sales manager that I purchased the stripes from VW South and I payed VW South for the instal and I would think that VW South would contact the company that put them on for me to take care of the problem. The sales manager then agreed to call the company for me and said he would call me back about it. A year later I still have not heard back from the sales manager about this and my stripes are still not correct. I could follow-up again with them about this but I honestly dont think I will get it resolved. Yesterday we had to take our 2007 Jetta to the service department bc the trunk keeps popping open by itself and this is causing the battery to die. From the start when I spoke with Tracy from service department on the phone I felt as if she was ""in defence mode"" from the begining when I was just trying to explain to her what the problem was. Tracy went on to tell me that they may not be able to figure out the problem is if it does not occur while the car is with them and it is going to cost me $105 per hour that they spend looking. She said we can put a new latch on the trunk or try to replace parts but it can get expensive because they were not sure what it could be. I decided to leave the car with they anyway when we webt back to pick it up and walked back in the service department the lady at the first desk was sleeping at her desk and as we walked up to Tracy's work area several people in her office laughing with their phones out like they were on FB and quickly put their phones away when they saw us walk up. Tracy greeted us and said that they had ""just finished"" with the car and they could not find anything wrong with it. My husband went on to try to explaine to the service guy (David) exactly what was going on with the car. David said he had never heard of this and when my husband started to tell him some info that he found out about the problem on a VW form Tracy cut in and said ""He has been reading those forums"". My husband got upset with Tracy for cutting him off and let her know that he was upset. So as of now we do not know what the problem is and we are out $105. Tracy did offer to let us bring the car back 3 days later so David could work with it again and call VW Tech support but because we now question some of the employees and managements integrity we will probably change different VW dealer for service work.",neutral
i was just there not really a bond something always in the middle or walking ahead feeling annoyed to even take a photograph,hate
"Love the atmosphere of this diner, definitely one of my favorites! Great coffee. The food is quite heavy though, and hash browns are greasy and not the tasty-est. Always feel like falling asleep after eating their breakfasts (not ideal before work but great for a weekend hangover cure!) a few more lighter options/gluten free options/ etc would be good.   Fantastic service & lots of character. A must try. Haven't been to their new location in Kensington yet but it is on my list!",neutral
i feel like thats not useful or fun at all so i will replace those exotic icons with a destroyer,fun
i had on my plate without the stress of feeling completely overwhelmed,surprise
i feel bothered at the fact that some of us have been given so many chances but i don t see the least bit of appreciation and utter gratefulness downright from their souls,hate
i feel heartbroken for bryan,sadness
i feel that horrible helplessness to make things better for them and that feels like it will kill me inside,sadness
i went to paris for lunch and its made me feel rather fabulous,fun
i have had through this whole journey is how i should feel i have felt guilt anger sadness resentment and really pissed off,hate
"Prime rib is great and likely the best item.  Wild salmon is quality too.  But yeah the smoke smell is too much. Cant do it anymore, have a smoke smell stuck in my nose for days now. Gotta stick with newer resorts with advanced air filtration systems - cosmopolitan, wynn, etc.  If the air doesnt bother you, then youll be very happy here with the fresh beer and good value.",neutral
i was feeling an act of god at work in my life and it was an amazing feeling,surprise
"I recently returned in a simular situation as my last visit. The wait staff were, again, attentive, and three dishes were placed on each table. However, I was not as impressed by their food this time.  We started off with the pappadom as an appetizer. Although it had a heavy herb taste, it was also very salty. The chutneys alleviated this somewhat, but I still wasn't a fan. Then, we had chicken tandoori, chicken tikka masala, tarka daal, and chana masala served with naan and rice.   My first impression of the chicken tandoori was, again, salty. The chicken itself was well-cooked, and it would've been great with a bit less salt. I found the other three dishes okay, but the chana masala was the only one with any distinctive taste, and even that was mostly spiciness. (Thankfully, it was at a level well within my tolerance.) I didn't find any of them to be great, though. The naan was delicious, as was the rice, which seemed to have another light flavor from herbs or something.   For dessert, we finished off with kheer, which I thoroughly enjoyed. Overall, it's a nice, cozy restaurant, but I think there are better Indian restaurants in the area.",neutral
i feel almost disgusted of myself,hate
i declined to purchase any this time i enjoyed feeling squishing and project thinking all the divine yarn,fun
i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings,sadness
im not feeling too impatient but with some additional aches and pains today i cant help but wonder if were getting close,hate
i don t feel personally offended by these fetishes they re all hunky dory and i m a hyocrite that does them too,hate
i hadn t seen for two years spending a sun filled day at the aussie open followed by dumplings at chinatown and a lemonade in a leafy beer garden feeling like i had stepped back in time at labour in vain on brunswick street attending a backyard barbecue and visiting edinburgh gardens for aussie day,sadness
i actually came home feeling very distraught,worry
i never feel completely accepted in a friendship and i don t get the closeness i crave or the same sense of validation that i do when i m with a boyfriend,happiness
i fear i will never get to feel i suppose i m just as envious of your happiness as i am bitter about my choices,hate
i dig down a little a lot of times it me feeling scared,worry
"The hotel has a perfect location for a visit to UPMC or the University of Pittsburgh. It is a 20 minute walk from CMU.   The rooms are a bit run down and the entire hotel breeds 1990ties. It is not clear how much of an update is has reached since then. The beds are pretty good. The rooms have separate AC - the noisy types. The rooms facing the street are quite noisy so I hope you are immune to street noise. The is a gas station in front of the hotel.   The rooms have wired and wireless internet, but the service is a bit slow and has drop-outs.   Had breakfast at the mezzanine level. The food is ok but the service is really not great.   Great venue and OK rooms. This could be a killer place if they cared a little.",neutral
This is a great place for quick Mexican.  I don't even THINK about Taco Bell anymore.  I get the same thing all the time and am never disappointed.  I am THRILLED there is finally one in Scottsdale minutes away from work!,neutral
i feel like im such a troubled girl with no direction,sadness
i remember frequently feeling surprised by the statistic that of the population are hsps given that i almost never came across anyone who was an hsp,surprise
i feel it too sweet girl,happiness
"Solid lunch buffet (lunch buffets seem to be a standard of Indian Restaurants).  I even prefer the lunch buffet to the preparation of the A La Carte menu for dinner service - I found the food quality at the lunch buffet to be a bit better strangely enough, and the sauces to be of a better quality in that format.  Definitely try to Gulab Jamun and the Chicken Tikka Masala.",neutral
i don t know if i m unable to sleep right now because i am experiencing a moment of dramatic humility or because i feel enraged,hate
i am left with the sounds of my writing flies buzzing in and out of range the feel of a sweet in my mouth my tinnitus,happiness
i feel like i should be supportive but the art and music are really pretty mediocre,happiness
i didnt feel like i could talk to them about things easily and they really just intimidated me to no end,worry
i feel petty towards you and you wont even see this probably,hate
i think you would all agree that feeling your toes and fingers go numb is perhaps one of the most unpleasant feelings ever,sadness
i feel like fake eyeglasses will make me look older and hell a little more authoritative too,sadness
i feel pretty damn gorgeous right now,fun
i was probably there for an hour or so i wouldve stayed longer but i was feeling too hot,happiness
i remember a while ago being at a registry office wedding that s the competition of course and feeling a bit superior to find that the public servant marrying the blissful young couple was actually stealing his best lines from the prayer book,fun
i that i really like and have been saving with the intent of using it at least in december but ive been feeling very festive recently anyways with the rapid approach of thanksgiving canadian so weeks from now and turkey and eggnog and pumpkin pie and the colder weather,fun
i grab whatever book i could find and start to read but the more i feel restless and ineffectual,worry
ive been feeling stressed and just out of touch with my physical and mental self lately,hate
"""It's not you, it's me.""  If you're into organic and gluten free food, you'll love it here. If not, it'll seem a bit overpriced. It's not their fault, I just think that you have to already be into that kind of stuff to really appreciate it. The staff was really friendly, the food was good and the place was clean. It didn't blow me away, but that's me--not them.",neutral
i feel naughty reading those at aged,happiness
i feel like a lot more people who were scared to use marijuana before it was legal are going to start using it now because they can t get in trouble for it,worry
i am now learning to be able to release my feelings but i often feel intimidated by doing that wondering if someone is going to think there is something wrong with me so it becomes difficult,worry
i sort of feel glad knowing who started what and who s been saying what but i won t do anything unless i really need to,fun
i was however totally petrified of feeling it scared to death of giving in and releasing it and afraid i wouldnt be able to cap it again,worry
i have these great feelings of fear and trepidation that these children will be abused because i know what the statistics are,sadness
i am experiencing the empty nest i feel overwhelmed,worry
i feel that so much thought energy and time have already been devoted to this undertaking,happiness
i chant the invocation and feel his force supporting me as i teach,happiness
3.5  Okay finally found time to grab a cone after seeing so many reviews I like how they change flavors every so often to keep people coming for more.  This time there was vita melon and ramune (Japanese  soda pop) the vita melon tasted pretty good better than the ramune I thought.  A little pricey I thought for an icecream cone but it was worth a try.,neutral
i feel tender in some places but all in all i feel great,happiness
i feel her gentle words tickle my ears as she whispers love,happiness
Overall we had good service.  You get charged more than the prices on the kid's menus for the actual kid's meal.  The portions are large but the crispy chicken tenders lack any actual flavor.  We also ordered the chili cheese fries; the chili tastes like canned chili and the cheese was not melted on the fries when they come out.  We had to ask for silverware and plates even after our appetizer was brought out.  Our waiter was really nice and did keep our drinks full though.,neutral
i feel like falling in love with her is part of being amazed at how she makes our family so much better she tells the advocate,surprise
i feel very nostalgic because i have enjoyed this essence,happiness
i let out a loud moan enjoying the feel of having two gorgeous men all over me,fun
i made it to work but i am feeling a little groggy,sadness
i need to remember that first thing in the morning when i wake up and feel agitated and worry that the ritalin will make me more so,worry
i feel so blessed to have been her daughter and to have been taught unconditional love by her,happiness
Wings were good but didn't come fried hard as requested. Food is priced decently as well. Hostess immediately sat us. The waitress was good but kept trying to bring us to go boxes when we finished all of our food. Bet the it gets really crowded during football season.,neutral
i can spend an entire afternoon at a book store and still feel that i was rushed money spent on books is never a waste,hate
i woke up feeling particularly vile tried to ignore it but it got worse and worse and worse,hate
i knew it was coming that we have to part ways and the next time we meet would probably be a billion years later but i couldnt help feeling bitter about it,hate
i cant help wondering about is why even those of us with some ecological awareness who go out of our way to make our places as wildlife friendly as possible still feel a longing for landscapes that are anything but natural,happiness
i cant help but feel sympathetic towards the mother as the conflict resides,happiness
"First visit to Mickie's Dairy Bar - found parking nearby. Note: CASH ONLY establishment (ATM on site). Greeted right away and sat immediately. This was just after 9:00 am and today is a move in day for students, I know from driving past Mickie's for the past 15 years, you can almost always expect a 20-30 minute wait. Server greeted us with ice water right away and then brought me a hot cup of coffee, which was tasty and fresh. After a couple minutes to decide, we both ordered the most popular scrambler and the server also suggested a piece of their famous coffee cake which today was apple cinnamon or blueberry - we chose apple cinnamon. The coffee cake came out warm and delicious in just a few minutes, so we enjoyed that while they cooked our scramblers. The scramblers arrived and the plate was full. This is a dish made for a Badger Offensive Lineman - as the server said while refilling the coffee... ""slow and steady..."" - definitely needed a couple to-go boxes. Overall great meal and experience, I'll be back.",neutral
"Really excellent jerk chicken with beans n rice and oxtail gravy - and decent portions. I'm sorry to be glad those dudes who were running Alberts here are gone, they gave such ripoff SMALL portions and I'm not a little guy. What was their deal? No attitude or scrooge service now thank you.  Sayonara Alberts on Queen. Your location on St Clair Ave never let me down though, God bless.",neutral
i feel like god has given us an overwhelming sense of peace with any outcome but it is still strange to wait both expectantly and hesitantly for such a life changing event,worry
i feel kinda helpless in parenting sometimes and know ill make lots of mistakes,worry
i want to share my feelings but don t want to feel humiliated,sadness
i feel drastically inadequate for the needs i feel swirling around me,sadness
i get too angry or feel threatened then venomous words can come out that i didn t even know were there,worry
i cope with the loss of my twin flame because it is the most painful loss of a relationship you will ever feel there will be an ache in your heart and a longing of your soul to be back in the arms of your loved one but it will never happen,happiness
i am always in a hurry to get home because it always feels like someone or something is running to get me neurotic much,worry
i feel so strange and sick i have to wake up in three hours seems like everything runs in threes now days t r e e s,surprise
i was feeling out of sorts anxious not sure what to do with myself,worry
i had made her with love and chii had felt it nuzzling into the boy s chest as soon as she had first stood feeling his arms around her the gentle timbre of his voice,happiness
"Lamb Eggrolls Meat rolls wrapped in Betal Leaf Shrimp on sugarcane Viet coffee comes already made, no neat contraption served on the table.   Loved that they had unusual ethnic items on their menu for us to order and try. Located outside of chinatown, we stopped here to dine, after a day of Red Rocks climbing. Normally we delve into the abyss of options available at Spring Mountain. Glad we made the stop here because we didn't miss out on authenticity factor.   Our waitress looked like a recent transplant and although she could understand our English she was still learning to speak hers.   The lamb egg rolls were the most memorable part of the meal. The gamey lamb flavor really stood out. 4 rolls for $7. I was also able to sample my friends meat rolls wrapped in Betal leaf. The taste was very different! Pungent spices all around.  I  was boring and had the pho, no complaints.",neutral
im feeling brave and confident right this moment,fun
i am a full friend i can appreciate and compliment the talents and abilities of my friends without feeling insecure,worry
i feel relieved with that thought,fun
i feel that its important for little girls to follow strong female characters but i also feel that its important for boys to do the same,fun
i feel as though id be more outgoing and confident,fun
i sat in my bedroom with my door shut brow furrowed feeling frustrated burned out cranky,hate
i am feeling a little lost without it,sadness
i felt so deep in my heart that that love was not lost that caresse was my way to be in touch with the rest of universe that love as hate as all the strong feelings are never vain and never lost,sadness
i feel that the vocals are supporting the guitar as the guitar is the star of the show,happiness
i constantly have to adjust my walking maps any of a multitude of minor politicians will block off entire neighborhoods because one day they decide theyre important enough to feel threatened,worry
i feel irritated by this word,hate
i feel like its an excuse for being boring as an individual or lack of confidence in your individuality,sadness
i don t feel threatened but things like this do happen especially if you re a female and mostly it s just annoying and sometimes even funny,worry
i often feel lonely,sadness
i have decided to stop feeling annoyed and laugh it out,hate
i feel sorry for the employees but if this is the way applebees ceo behaves its best if the chain is starved to death by caring consumers,sadness
i feel passionate angry giddy energetic and happy,happiness
i feel too insecure about everything,worry
i was eight or nine so at first this quirk of his was entertaining and sated my desire to feel glamorous and victorian,fun
im not buying into how the plus who were in attendance for the spring game feel about their beloved pachyderms,happiness
i want to grow from now on without forgetting the feeling of thanks to all people supporting me,happiness
im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,sadness
i feel without being disturbed by it,sadness
i was rusty but i feel like i flowed ok for most of it,fun
i don t feel betrayed coz the backstabber had no grounds for their accusation but i m just amazed at some people s ability to do such things,surprise
i knows is the boy makes her feel weird and yuuki doesnt know what to tell her,surprise
"Don Tequila's in Amherst was where we celebrated my cousin, Mark's, birthday. Food was good, as always. In my critique, I wish that ALL Mexican restaurants would serve beans in another form, besides looking like chocolate pudding. Frijoles de olla is an authentic way of serving pinto beans, and a most delicious way at that! I hope that Mexican restaurants are reading this!!!!",neutral
"Simple but good chinese food. Recommend sezchuan or hunan chicken dishes. However, very busy at peak meal times so plan wisely.",neutral
i felt desperate for feedback and ideas to make myself even better because i did not feel threatened i never thought that getting help meant i was a failure,worry
i let it grow out into a side bang during the summer so i can twist it up and out of my face when im feeling too hot,happiness
i always feel so terrific when i do something worth while,fun
In Cleveland with family for show. ..service was cool...small brunch menu. I had the smoked salmon...ok..nothing to right home about. Brother had the French toast...had a bite of his...Formidable!  Cool..tourist spot....,neutral
i feel this would be quite rude,hate
i have been itching to write something since jenna arrived but havent had the time to sit down without feeling rude for ignoring her,hate
i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,surprise
i am back bearing a gift in my black bag hoping to feel once again the gentle certainty of that magnificent tree,happiness
"It's been several months since I went to Sweets Raku, and I've been contemplating on how to review them. Do I follow the crowd and rate them high because it's almost expected of a place like this? Or do I find fun along with the faults?   First, it's an experimental experience. Desserts crafted here can be found nowhere else. They focus on creating sweets with laboratory precision with artistic style. Different flavors, colors and textures stimulate the senses.   My personal experience & observations:   Inside is bright, clean and modern. A glass wine cellar holding dozens of dessert wine serves as a wall by the entrance, guiding customers along the wall, where people just wait their turn. As you inch closer, there's a menu on the wall for you to study. Along the wall are cookies, macarons and other bite sized goodies for sale. Dozens of small tea canisters line the wall for an artistic display.   Tables are slow to be cleared for the waiting customers. Some sit there dirty for 10 min before anyone comes to clean it.  When we were next to be seated, the entire bar seating section of 8 was open, until a staff broke a glass on one end. They didn't seat anyone for more than 10 minutes because they took their sweet time.    Once seated, our orders were taken fairly quickly.  We asked for water, then we were told they automatically serve it to everyone.  Then I wondered why people who were seated after us got their water, and desserts before we did.  There's no order.   Each person is required to order a minimum of $12.  With a price of $15. for a dessert creation, it wasn't hard to achieve.  There's also a dessert set for $18., which includes a main dessert and a seasonal, which is basically a small scoop of sorbet that usually costs $5.   We ordered one set of the Carib and mango sorbet w mint jelly ($18), and one Mars ($15) The sorbet was hard to share, because it's about the size of one spoonful, topped with mint flavored jelly that really didn't go with the mango.  The Carib was served in a large glass, covered with a white choc lid. While served, they poured hot mango sauce over it to melt the lid into onto the other ingredients. The contrast in flavors and textures does get mixed up, but it worked.  Though I don't feel it's worth $15.     The Mars was served in a shiny red sphere. Vibrant color and perfectly round. FlambΓ© brandy is then poured over to melt the sphere, revealing the inside concoction.  Though pretty and highly photogenic for social media, the flavor did not work, and was ruined by the brandy. Also not worth $15.    The service by the entire staff was not impressive whatsoever.  Only one Japanese girl thy seated us managed to crack a small accidental smile.  A tall guy who assisted the pastry chefs had no facial expression nor personality.  The chefs themselves seemed very much in work mode and not personable at all to any of the patrons who undoubtedly came to see their creations in amazement.  While we were being served, a very brief description was announced and they did it bother to wait for any questions or photo ops. Luckily I observed how they were with others so I had my camera ready.    In my opinion, if a business will charge this price point, make us all wait standing in line, and they seem to take their sweet time cleaning tables, at least give us an experience of decent, friendly service and not act like his is some type of swanky, snobby Hollywood elitist hangout.    I may be back just out of curiosity, but not in any hurry, and know also not to expect any friendliness.  The 3 Stars is solely for creativity and the modern interior. I am not rating them higher based on the hype, or because everyone else raves about this place. Speed and level of service is def a 2.    See my photos & videos for menu, descriptions, interior and desserts.",neutral
i always feel restless,worry
"Sometimes the donuts are stale, even at 6am. They're usually good though. The coffee is good, but don't let them put cream and sugar in for you because the ratio is always off. The low-calorie breakfast sandwiches are pretty tasty.",neutral
i feel like they just feel guilty for treating me badly and i dont really want to go back as i wont get on the league proper anyway due to my inability to make every practice and service hours despite being a very good skater and having a good attitude toward the practices i can make,sadness
i feel really listless right now,sadness
Good food but the service isn't very well. It depends which location you go to. Good locations in Murrysville and you probably won't wait very long if you go in.,neutral
"We decided to check out the sister restaurant of Canteen Modern Tequila.  We were told a 20min wait... 50 mins later our party was seated.  We ordered the anti pasta which was tasty.  All of our pizza's were good, nice thinner crust and quality toppings.  Overall nice atmosphere, food is good but not special, slow service...",neutral
i feel cranky and dull from the additional hour of sleep in the fall,hate
i just hate that she said i was just acting lime my dad to like make herself feel like she is innocent,fun
i always feel a little naughty being at home on a week day sick or not sick past am and that naughty exciting feeling starts to dissipate around pm when i know people start to filter out of their offices and head home,happiness
i will feel brave enough to say this one day,fun
i noticed that on a technical level feeling pinkie keen is pretty weak,fun
We went as a group of 4. Oma had Turkey club and fruit which she loved. My son had chicken and fries the chicken was mediocre and the fries were wonderful. They were out of crepes so my husband had to have pancakes Banana Foster instead of Crepes Banana Foster the pancakes were overcooked. I had the cinnamon roll French toast which was overcooked but tasted okay. The manager was super nice. The waitress was friendly but never came back to ask us for refills we had to ask someone to get us refills. At the end the manager gave us 15% off because of the issues with the overcooked food and the chicken that was not there only the breading.,neutral
i also feel that labyrinths may be approached too much for solemn purposes,fun
i love you guys sooooo much and i hope you all feel his love his peace his tender mercies in your life and you can seek to reach out to everyone around you,happiness
i a href http feeling groggy,sadness
"Got off work and really craving for a korean/hawaiian bbq. Came across this on yelp so i went to have an early dinner since its the nearest kbbq from work. Went in, it was quite busy. an old lady greeted me while she was cleaning tables. But she didnt really say if I should just get a table myself or wait for someone to have me seated. After about 2mins of standing there, i finally came up to her while she was still cleaning a table and ask, she was like ""for here to go?"" I said for here and she said, oh ok please have a seat (while pointing on a table for 4 on the corner). Sat down and a young lady came up, gave me the menu, and ask what I wanna drink. Her smile was very welcoming so I forgot about the earlier incident. A minute later an old man came up and brought my water, convincing me to try their iced tea instead. But no thank you, im good with iced water. He was very friendly and the whole time i was there, he kept checking on me, but never refilled my water. As for food, food is ok. A little pricey. I ate by myself but i felt like I paid for two. I had the combo which has kalbi, meat jun, and chicken that comes with white rice and mac.. Banchan doesnt have my fish cakes! Huhu. Banchan only consists of kimchi, cucumbers, and bean sprouts. I was so sad. I want my fish cake and tofu! lol. I didnt finish all the meat jun and chicken so i asked for a to go box. The old man came back with a to go box full of rice and he said ""for your dinner"" how nice of him! I wanna give this place 4 stars at least, but the food is too pricey, ive had kbbq on same average of taste and quality or better. Just a couple more bucks, i could have had an all u can eat kbbq.",neutral
im you still make me feel like the little obnoxious sister that you never were,hate
i have found to be true in my life is that the less time i spend in the bible and in prayer to the lord the more my mind opens itself up to anxious feelings and fearful thoughts,worry
i pray that they will meet you personally and feel your caring hand in their lives,happiness
i think i feel i need to stop caring,happiness
i feel so stressed lately this afternoon i was at work and felt like crying i had just read some emails that upset me greatly,hate
"Richard's is situated on Peter Street near Queen and Spadina with modern high ceilings and stylish decor. It's welcoming and the staff are friendly and professional. The food comes out relatively quickly for a table of 4 at 12PM on a Saturday. We also got complimentary pastries before our meal and the cappuccino, tiramisu and creme brΓ»lΓ©e (although the sugar was a little too thick for our personal taste) was good. Not great, but good.   I'm giving it a 3 star because the food wasn't out of this world amazing, it was average. Also, my Lamb Confit with Hash.. while a little under seasoned, it was good. But the flavours weren't something I'd crave from time to time. Also it gave me an upset stomach that I get when I ingest too much MSG. It was definitely a disappointment. I went for brunch but maybe the dinner menu might be better.",neutral
i write this i m sipping on a martini which is probably why i m feeling so generous,happiness
i just want to feel accepted by myself for who i am,fun
i feel with hindsight neither of us really liked the idea i kinda know we both did it through clinched teeth for the greater good which was the happiness of tillymcflop and jt,happiness
i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,sadness
i do this special someone makes me feel so loved amongst the many other things he makes me feel hahaha,happiness
i feel tortured because i feel like i have just left her to die alone,worry
i feel disgusted at what im thinking,hate
i feel i want to reach back and pull some of those parts of her back into myself because theyre such useful tools for my onward journey,fun
i feel as though the rest of my year will be jaded due to my love for this first,sadness
i know that papa bear and cubby bear both feel very passionate about their football and you can be sure that on saturday evenings after the football is finished their mood will be measured by how well their team did that day,fun
im attempting to work off of an outline for my next novels and schedule times to write but instead i find myself pulling all nighters or walking away from one story because i feel inspired about another tale,fun
